1772315170,0.3220
1772315169,0.3359
1772315168,0.3125
1772315175,0.3382
1772315174,0.3516
1772315172,0.6696
1772315179,0.3674
1772315178,0.3103
1772315177,0.3224
1772315183,0.7305
1772315182,0.3105
1772315180,0.3316
1772315187,0.3950
1772315186,0.3830
1772315185,0.3569
1772315184,1.8105
1772315190,0.4717
1772315189,2.1850
1772315192,0.4447
1772315155,0.4444
1772315159,0.2936
1772315157,0.8056
1772315156,1.4341
1772315163,0.3394
1772315161,0.9571
1772315167,0.3112
1772315166,0.3580
1772315164,0.6406
