1772314658,0.6386
1772314657,0.6898
1772314663,0.3532
1772314662,0.3224
1772314661,0.6535
1772314660,0.3326
1772314667,0.3191
1772314666,0.6861
1772314665,0.7400
1772314671,0.6878
1772314670,1.0588
1772314669,0.3658
1772314668,0.3008
1772314675,0.3914
1772314674,0.3815
1772314673,0.3802
1772314639,1.2342
1772314643,0.9295
1772314642,1.5548
1772314640,1.7432
1772314647,0.8847
1772314646,1.3331
1772314645,0.9945
1772314644,0.5318
1772314651,0.6494
1772314648,1.3028
1772314655,0.6982
1772314654,0.3462
1772314653,0.6787
